Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
ENTRE RIOS,Uruguay,Concepción del Uruguay,5649,8429,6,5933,0,0,0,2986,23003
ENTRE RIOS,Uruguay,Herrera,134,0,0,0,0,0,0,72,206
ENTRE RIOS,Uruguay,Líbaros,0,0,0,0,0,0,0,37,37
ENTRE RIOS,Uruguay,Pronunciamiento,0,0,0,31,0,1,0,182,214
ENTRE RIOS,Uruguay,Rocamora,0,0,0,0,0,0,0,49,49
ENTRE RIOS,Uruguay,Santa Anita,0,0,0,305,0,0,0,54,359
ENTRE RIOS,Uruguay,Villa Mantero,43,0,0,196,0,1,0,33,273
ENTRE RIOS,Uruguay,Villa San Justo,0,0,0,455,0,0,0,52,507
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),0,0,0,0,0,0,0,43,43
ENTRE RIOS,Uruguay,Las Moscas,0,0,0,7,0,0,0,46,53
ENTRE RIOS,Uruguay,Estancia San Pedro,0,0,0,0,0,0,0,3,3
ENTRE RIOS,Victoria,Molino Doll,0,0,0,0,0,0,0,10,10
ENTRE RIOS,Victoria,Rincón de Nogoyá,0,0,0,0,0,0,0,19,19
ENTRE RIOS,Victoria,Victoria,4355,3,0,2,0,0,0,352,4712
ENTRE RIOS,Villaguay,Estación Raíces,38,0,0,0,0,0,0,5,43
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,0,0,0,0,0,0,0,44,44
ENTRE RIOS,Villaguay,Jubileo,0,0,0,16,0,0,0,65,81
ENTRE RIOS,Villaguay,Villa Clara,80,0,0,49,0,1,0,68,198
ENTRE RIOS,Villaguay,Villa Domínguez,0,0,0,30,0,0,0,114,144
ENTRE RIOS,Villaguay,Villaguay,1446,0,0,3361,1,0,0,1265,6073
ENTRE RIOS,Villaguay,Paso de la Laguna,0,0,0,0,0,0,0,39,39
FORMOSA,Bermejo,Fortín Soledad,0,0,0,0,0,0,0,7,7
FORMOSA,Bermejo,La Rinconada,0,0,0,0,0,0,0,8,8
FORMOSA,Bermejo,Laguna Yema,0,0,0,0,0,2,0,76,78
FORMOSA,Bermejo,Lamadrid,0,0,0,0,0,0,0,7,7
FORMOSA,Bermejo,Los Chiriguanos,0,0,0,0,0,0,0,40,40
FORMOSA,Bermejo,Pozo de Maza,0,0,0,0,0,1,0,16,17
FORMOSA,Bermejo,Pozo del Mortero,0,0,0,0,0,0,0,13,13
FORMOSA,Bermejo,Vaca Perdida,0,0,0,0,0,0,0,5,5
FORMOSA,Bermejo,Guadalcazar,0,0,0,0,0,0,0,14,14
FORMOSA,Formosa,Colonia Pastoril,0,0,0,0,0,0,0,74,74
FORMOSA,Formosa,Formosa,10588,25680,0,6303,10,5,0,7692,50278
FORMOSA,Formosa,Gran Guardia,0,0,0,0,0,0,0,69,69
FORMOSA,Formosa,Mariano Boedo,0,0,0,0,0,0,0,31,31
FORMOSA,Formosa,Mojón de Fierro,0,0,0,0,0,1,0,28,29
FORMOSA,Formosa,San Hilario,0,0,0,0,0,1,0,28,29
FORMOSA,Formosa,Villa del Carmen,0,0,0,61,0,2,0,28,91
FORMOSA,Laishi,Banco Payaguá,0,0,0,0,0,0,0,32,32
FORMOSA,Laishi,General Lucio Victorio Mansilla,14,0,0,0,0,2,0,167,183
FORMOSA,Laishi,Herradura,0,0,0,0,0,0,0,116,116
FORMOSA,Laishi,OTROS,0,0,0,0,0,0,0,132,132
FORMOSA,Laishi,San Francisco de Laishi,0,0,0,0,0,3,0,208,211
FORMOSA,Laishi,Tatané,0,0,0,0,0,0,0,43,43
FORMOSA,Laishi,Villa Escolar,0,0,0,0,0,0,0,102,102
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,216,0,0,0,0,1,0,252,469
FORMOSA,Patiño,Bartolomé de las Casas,0,0,0,0,0,1,0,6,7
FORMOSA,Patiño,Comandante Fontana,0,0,0,0,29,0,0,681,710
FORMOSA,Patiño,Estanislao del Campo,37,0,0,0,0,0,0,157,194
FORMOSA,Patiño,Fortín Cabo 1º Lugones,0,0,0,0,0,0,0,145,145
FORMOSA,Patiño,Fortín Sargento 1º Leyes,0,0,0,0,0,1,0,6,7
FORMOSA,Patiño,Ibarreta,240,0,0,0,0,3,0,518,761
FORMOSA,Patiño,Juan G. Bazán,0,0,0,0,0,0,0,11,11
FORMOSA,Patiño,Las Lomitas,479,0,0,870,0,5,0,231,1585
FORMOSA,Patiño,OTROS,0,0,0,0,0,0,0,44,44
FORMOSA,Patiño,Posta Cambio Zalazar,0,0,0,0,0,0,0,58,58
FORMOSA,Patiño,Pozo del Tigre,36,0,0,0,0,0,0,190,226
FORMOSA,Patiño,San Martín II,0,0,0,1,0,0,0,369,370
FORMOSA,Patiño,Subteniente Perín,0,0,0,0,0,1,0,71,72
FORMOSA,Patiño,Villa General Güemes,0,0,0,2,0,0,0,446,448
FORMOSA,Patiño,Villa General Manuel Belgrano,0,0,0,1,0,0,0,448,449
FORMOSA,Patiño,San Martín I,0,0,0,0,0,0,0,5,5
FORMOSA,Pilagás,Buena Vista,0,0,0,3,0,0,0,412,415
FORMOSA,Pilagás,El Espinillo,0,0,0,0,0,2,0,300,302
FORMOSA,Pilagás,Misión Tacaagle,0,0,0,0,0,1,0,149,150
FORMOSA,Pilagás,Tres Lagunas,24,0,0,0,0,0,0,97,121
FORMOSA,Pilagás,Laguna Gallo,0,0,0,0,0,0,0,5,5
FORMOSA,Pilcomayo,Clorinda,1256,27,0,2395,15,1,0,83,3777
FORMOSA,Pilcomayo,Laguna Blanca,42,0,1,315,0,0,0,630,988
FORMOSA,Pilcomayo,Laguna Naick-Neck,113,0,0,0,0,2,0,363,478
FORMOSA,Pilcomayo,Palma Sola,0,0,0,0,0,0,0,18,18
FORMOSA,Pilcomayo,Riacho He-He,0,0,0,1,0,0,0,414,415
FORMOSA,Pilcomayo,Siete Palmas,17,0,0,1,0,0,0,82,100
FORMOSA,Pilcomayo,Puerto Pilcomayo,0,0,0,0,0,0,0,3,3
FORMOSA,Pilcomayo,Riacho Negro,0,0,0,0,0,0,0,3,3
FORMOSA,Pirané,Colonia Campo Villafañe,0,0,0,52,0,0,0,98,150
FORMOSA,Pirané,El Colorado,1408,0,0,71,0,5,0,605,2089
FORMOSA,Pirané,Palo Santo,0,173,0,0,0,1,0,291,465
FORMOSA,Pirané,Pirané,0,0,0,957,100,4,0,513,1574
FORMOSA,Pirané,Villa Kilómetro 213,0,0,0,0,0,1,0,230,231
FORMOSA,Ramón Lista,El Potrillo,0,0,0,0,0,0,0,20,20
FORMOSA,Ramón Lista,El Quebracho,0,0,0,0,0,0,0,12,12
FORMOSA,Ramón Lista,General Mosconi,0,0,0,8,0,3,0,33,44
FORMOSA,Ramón Lista,OTROS,0,0,0,0,0,8,0,0,8
JUJUY,Cochinoca,Abra Pampa,0,0,0,0,0,3,0,221,224
JUJUY,Cochinoca,Puesto del Marquéz,0,0,0,5,0,0,0,0,5
JUJUY,Cochinoca,La Redonda,0,0,0,0,0,1,0,0,1
JUJUY,Doctor Manuel Belgrano,Guerrero,75,78,0,0,0,0,0,0,153
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),0,0,0,0,0,0,0,111,111
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),8668,39547,0,33453,36,4,0,140,81848
JUJUY,Doctor Manuel Belgrano,Yala,0,0,0,0,153,1,0,3,157
JUJUY,Doctor Manuel Belgrano,La Almona,0,2,0,3,0,0,0,0,5
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,0,0,0,0,0,1,0,8,9
JUJUY,Doctor Manuel Belgrano,León,0,504,0,0,0,1,0,0,505
JUJUY,El Carmen,El Carmen,470,720,0,0,0,2,0,1,1193
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),0,0,0,0,0,0,0,1,1
JUJUY,El Carmen,Manantiales,0,0,0,0,0,2,0,0,2
JUJUY,El Carmen,Monterrico,0,718,0,0,0,1,0,10,729
JUJUY,El Carmen,Pampa Blanca,67,221,0,0,0,2,0,1,291
JUJUY,El Carmen,Perico,0,2034,0,0,0,1,0,11,2046
JUJUY,El Carmen,Puesto Viejo,0,88,0,0,0,1,0,0,89
JUJUY,El Carmen,Aguas Calientes,0,0,0,0,0,0,0,28,28
JUJUY,Humahuaca,El Aguilar,0,0,0,0,181,1,0,0,182
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),0,0,0,5,0,0,0,0,5
JUJUY,Humahuaca,Humahuaca,369,0,0,0,120,7,0,330,826
JUJUY,Humahuaca,Tres Cruces,0,0,0,5,30,0,0,0,35
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),3,0,0,5,40,0,0,0,48
JUJUY,Ledesma,Caimancito,209,0,0,0,0,1,0,37,247
JUJUY,Ledesma,Calilegua,0,500,0,0,0,1,0,144,645
JUJUY,Ledesma,Chalicán,0,0,0,0,0,0,0,78,78
JUJUY,Ledesma,Fraile Pintado,650,23,0,0,0,1,0,121,795
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),60,6065,0,1000,0,3,0,787,7915
JUJUY,Ledesma,Yuto,0,0,0,0,0,1,0,176,177
JUJUY,OTROS,OTROS,0,0,0,0,1085,0,0,0,1085
JUJUY,Palpalá,Carahunco,1,0,0,0,0,1,0,0,2
JUJUY,Palpalá,Centro Forestal,15,0,0,0,0,0,0,0,15
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),1931,1004,0,3395,56,3,0,1,6390
JUJUY,Palpalá,Rio Blanco,0,53,0,21,0,0,0,0,74
JUJUY,Rinconada,Liviara,0,0,0,0,0,5,0,0,5
JUJUY,Rinconada,Loma Blanca,0,0,0,0,0,2,0,0,2
JUJUY,Rinconada,Nuevo Pirquitas,0,0,0,5,0,2,0,0,7
JUJUY,Rinconada,Coyaguaima,0,0,0,5,0,0,0,0,5
JUJUY,Rinconada,Orosmayo,0,0,0,5,0,0,0,0,5
JUJUY,Rinconada,Rinconada,0,0,0,0,0,2,0,0,2
JUJUY,Rinconada,Lagunillas de Farallón,0,0,0,9,0,0,0,0,9
JUJUY,San Antonio,Loteo Navea,0,0,0,77,0,0,0,0,77
JUJUY,San Antonio,San Antonio,1,87,0,0,0,1,0,0,89
JUJUY,San Antonio,El Ceibal,0,0,0,1,0,0,0,0,1
JUJUY,San Antonio,Los Alisos,1,0,0,0,0,0,0,0,1
JUJUY,San Pedro,La Esperanza,0,0,0,0,0,1,0,0,1
JUJUY,San Pedro,La Mendieta,0,0,0,0,0,1,0,240,241
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),5822,1334,0,1468,0,1,0,74,8699
JUJUY,San Pedro,San Lucas,0,0,0,0,0,0,0,10,10
JUJUY,San Pedro,Don Emilio,0,0,0,0,0,0,0,37,37
JUJUY,San Pedro,Rosario de Río Grande,0,0,0,0,0,0,0,54,54
JUJUY,SANTA BARBARA,El Fuerte,0,0,0,0,0,5,0,0,5
JUJUY,SANTA BARBARA,El Piquete,75,0,0,0,0,0,0,21,96
JUJUY,SANTA BARBARA,El Talar,0,0,0,0,0,1,0,141,142
JUJUY,SANTA BARBARA,OTROS,0,0,0,0,0,3,0,0,3
JUJUY,SANTA BARBARA,Palma Sola,0,0,0,0,0,1,0,115,116
JUJUY,SANTA BARBARA,Santa Clara,102,0,0,0,0,1,0,79,182
JUJUY,SANTA BARBARA,Vinalito,0,0,0,0,0,0,0,30,30
JUJUY,Santa Catalina,Casira,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Ciénega,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Cieneguillas,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Cusi Cusi,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Misarrumi,0,0,0,0,0,5,0,0,5
JUJUY,Santa Catalina,Oratorio,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Paicone,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Santa Catalina,0,0,0,5,0,1,0,0,6
JUJUY,Susques,El Toro,0,0,0,20,0,2,0,0,22
JUJUY,Susques,Huáncar,0,0,0,27,0,0,0,0,27
JUJUY,Susques,Olacapato,0,0,0,8,0,0,0,1,9
JUJUY,Susques,Olaroz Chico,0,0,0,30,0,1,0,5,36
JUJUY,Susques,Pastos Chicos,0,0,0,22,0,0,0,0,22
JUJUY,Susques,Puesto Sey,0,0,0,20,0,0,0,0,20
JUJUY,Susques,San Juan de Quillaqués,0,0,0,12,0,5,0,0,17
JUJUY,Susques,Susques,0,0,0,275,0,11,0,18,304
JUJUY,Susques,Coranzuli,0,0,0,60,0,0,0,0,60
JUJUY,Susques,Catua,0,0,0,70,0,0,0,0,70
JUJUY,Susques,Jama,0,0,0,11,0,0,0,0,11
JUJUY,Susques,Mina Providencia,0,0,0,5,0,0,0,0,5
JUJUY,Tilcara,Huacalera,0,0,0,5,56,0,0,0,61
JUJUY,Tilcara,Juella,0,0,0,0,16,0,0,0,16
JUJUY,Tilcara,Maimará,0,0,0,5,430,2,0,76,513
JUJUY,Tilcara,Tilcara,0,0,0,5,70,3,0,375,453
JUJUY,Tumbaya,Bárcena,0,0,0,0,0,0,0,111,111
JUJUY,Tumbaya,Purmamarca,77,0,0,0,0,0,0,1,78
JUJUY,Tumbaya,Volcán,1,0,0,0,5,0,0,93,99
JUJUY,Tumbaya,El Moreno,0,0,0,0,1,0,0,0,1
JUJUY,Tumbaya,Tumbaya,0,0,0,0,0,0,0,342,342
JUJUY,Valle Grande,Santa Ana,0,0,0,0,0,2,0,0,2
JUJUY,Yavi,Barrios,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Cangrejillos,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,La Intermedia,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,La Quiaca,660,0,0,75,5,1,0,1,742
JUJUY,Yavi,Pumahuasi,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Yavi Chico,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Yavi,0,0,0,0,0,1,0,0,1
LA PAMPA,Atreucó,Doblas,0,333,0,40,0,1,0,41,415
LA PAMPA,Atreucó,Macachín,0,0,0,301,0,1,0,1004,1306
LA PAMPA,Atreucó,Miguel Riglos,0,0,0,3,0,1,0,110,114
LA PAMPA,Atreucó,Rolón,0,0,0,0,0,1,0,69,70
LA PAMPA,Atreucó,Tomas M. Anchorena,0,0,1,0,0,1,0,5,7
LA PAMPA,Caleu Caleu,La Adela,0,261,0,0,0,3,0,335,599
LA PAMPA,Capital,Anguil,0,138,0,2,99,1,0,334,574
LA PAMPA,Capital,Santa Rosa,1760,46905,66,1387,3066,3,0,271,53458
LA PAMPA,Catriló,Catriló,0,509,1,680,327,1,0,0,1518
LA PAMPA,Catriló,La Gloria,0,0,0,0,24,0,0,0,24
LA PAMPA,Catriló,Lonquimay,0,278,0,1,71,1,0,0,351
LA PAMPA,Catriló,Uriburu,0,90,0,1,94,2,0,149,336
LA PAMPA,Chalileo,Santa Isabel,0,0,2,0,0,1,0,862,865
LA PAMPA,Chapaleufú,Bernardo Larroude,0,0,1,57,0,1,0,530,589
LA PAMPA,Chapaleufú,Ceballos,0,0,0,1,0,1,0,73,75
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),0,0,0,0,0,1,0,238,239
LA PAMPA,Chapaleufú,Intendente Alvear,83,613,1,209,1,2,0,556,1465
LA PAMPA,Chapaleufú,Sarah,0,0,0,0,0,2,0,16,18
LA PAMPA,Chapaleufú,Vértiz,0,0,0,0,0,0,0,107,107
LA PAMPA,Chical Co,La Humada,0,0,0,0,0,1,0,152,153
LA PAMPA,Conhelo,Conhelo,0,0,0,0,0,0,0,46,46
LA PAMPA,Conhelo,Eduardo Castex,1693,1341,0,7,0,1,0,0,3042
LA PAMPA,Conhelo,Mauricio Mayer,0,0,0,0,0,1,0,30,31
LA PAMPA,Conhelo,Monte Nievas,0,0,0,0,0,1,0,45,46
LA PAMPA,Conhelo,Rucanelo,0,0,0,1,0,0,0,26,27
LA PAMPA,Conhelo,Winifreda,0,192,2,693,2,0,0,195,1084
LA PAMPA,Curacó,Gobernador Duval,0,0,0,0,0,1,0,83,84
LA PAMPA,Curacó,Puelches,0,0,0,0,0,1,0,68,69
LA PAMPA,Guatraché,Alpachiri,0,0,0,2,0,1,0,0,3
LA PAMPA,Guatraché,General Manuel J. Campos,0,0,0,2,0,1,0,0,3
LA PAMPA,Guatraché,Guatraché,0,239,0,2,0,1,0,278,520
LA PAMPA,Guatraché,Santa Teresa,0,0,0,2,0,0,0,0,2
LA PAMPA,Guatraché,Perú,0,0,0,0,0,0,0,39,39
LA PAMPA,Hucal,Abramo,0,0,0,1,0,1,0,64,66
LA PAMPA,Hucal,Bernasconi,48,0,0,1,0,1,0,603,653
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),0,0,0,2,0,0,0,826,828
LA PAMPA,Hucal,Jacinto Arauz,631,0,0,2,0,2,0,76,711
LA PAMPA,Limay Mahuida,La Reforma,0,0,0,0,0,1,0,65,66
LA PAMPA,Limay Mahuida,Limay Mahuida,0,0,0,0,0,1,0,16,17
LA PAMPA,Loventué,Carro Quemado,0,0,0,1,0,1,0,50,52
LA PAMPA,Loventué,Luan Toro,0,0,0,0,0,1,0,67,68
LA PAMPA,Loventué,Telén,0,0,0,1,0,1,0,198,200
LA PAMPA,Loventué,Victorica,0,0,0,2,0,1,0,482,485
LA PAMPA,Loventué,Loventué,0,0,0,1,0,0,0,0,1
LA PAMPA,Maracó,Agustoni,0,0,0,0,0,0,0,29,29
LA PAMPA,Maracó,Dorila,0,0,0,1,0,0,0,53,54
LA PAMPA,Maracó,General Pico,2535,1,91,14688,278,1,0,3015,20609
LA PAMPA,Maracó,Speluzzi,0,0,0,1,0,0,0,41,42
LA PAMPA,OTROS,OTROS,0,1,0,0,0,0,0,0,1
LA PAMPA,Puelén,25 de Mayo,0,0,0,1027,0,0,0,950,1977
LA PAMPA,Puelén,Puelén,0,0,1,0,0,2,0,131,134
LA PAMPA,Puelén,Casa De Piedra,0,0,0,0,0,0,0,47,47
LA PAMPA,Quemú Quemú,Colonia Barón,0,0,2,550,0,1,0,249,802
LA PAMPA,Quemú Quemú,Miguel Cané,0,0,0,1,105,1,0,0,107
LA PAMPA,Quemú Quemú,Quemú Quemú,0,0,1,2,113,1,0,143,260
LA PAMPA,Quemú Quemú,Relmo,0,0,0,0,26,0,0,0,26
LA PAMPA,Quemú Quemú,Villa Mirasol,0,0,0,0,0,0,0,250,250
LA PAMPA,Rancul,Caleufú,0,350,0,2,0,1,0,0,353
LA PAMPA,Rancul,La Maruja,0,150,0,0,0,1,0,0,151
LA PAMPA,Rancul,Parera,0,0,0,408,0,1,0,258,667
LA PAMPA,Rancul,Quetrequén,0,0,0,1,0,1,0,142,144
LA PAMPA,Rancul,Rancul,0,0,0,158,0,2,0,677,837
LA PAMPA,Rancul,Pichi Huinca,0,0,0,1,0,0,0,0,1
LA PAMPA,Realicó,Adolfo Van Praet,0,6,0,0,0,1,0,23,30
LA PAMPA,Realicó,Alta Italia,0,0,0,0,0,1,0,567,568
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),0,0,0,2,0,0,0,100,102
LA PAMPA,Realicó,Embajador Martini,15,0,0,7,0,1,0,531,554
LA PAMPA,Realicó,Falucho,0,0,0,0,0,1,0,77,78
LA PAMPA,Realicó,Ingeniero Luiggi,0,0,0,240,0,2,0,1418,1660
LA PAMPA,Realicó,Ojeda,0,0,0,0,0,0,0,9,9
LA PAMPA,Realicó,Realicó,171,0,1,1527,0,1,0,1398,3098
LA PAMPA,Toay,Toay,225,5104,0,556,0,1,0,259,6145
LA PAMPA,Trenel,Arata,0,0,0,1,0,1,0,256,258
LA PAMPA,Trenel,Metileo,0,0,0,0,0,1,0,60,61
LA PAMPA,Trenel,Trenel,84,652,0,0,0,2,0,274,1012
LA PAMPA,Utracán,Ataliva Roca,0,0,0,2,0,1,0,289,292
LA PAMPA,Utracán,Chacharramendi,0,0,0,0,0,2,0,85,87
LA PAMPA,Utracán,Colonia Santa María,0,0,1,1,0,0,0,145,147
LA PAMPA,Utracán,General Acha,551,2915,0,970,0,2,0,333,4771
LA PAMPA,Utracán,Quehué,0,0,0,1,0,1,0,242,244
LA PAMPA,Utracán,Unanué,0,0,0,1,0,0,0,56,57
LA PAMPA,Lihuel Calel,Cuchillo Co,0,0,0,1,0,1,0,0,2
LA RIOJA,Arauco,Aimogasta,104,2031,0,4,0,1,0,87,2227
LA RIOJA,Arauco,Estación Mazán,0,0,0,0,0,1,0,14,15
LA RIOJA,Arauco,Villa Mazán,0,0,0,0,0,0,0,156,156
LA RIOJA,Arauco,Machigasta,0,0,0,0,0,0,0,3,3
LA RIOJA,Capital,La Rioja,5272,34941,4,16315,6,3,0,1223,57764
LA RIOJA,Castro Barros,Anillaco,0,453,0,1,0,1,0,0,455
LA RIOJA,Castro Barros,Los Molinos,0,49,0,0,0,0,0,4,53
LA RIOJA,Castro Barros,San Pedro,0,28,0,0,0,0,0,45,73
LA RIOJA,Castro Barros,Aminga,0,158,0,1,0,0,0,17,176
LA RIOJA,Castro Barros,Anjullón,0,44,0,1,0,0,0,64,109
LA RIOJA,Castro Barros,Chuquis,0,39,0,0,0,0,0,0,39
LA RIOJA,Castro Barros,Pinchas,0,49,0,0,0,0,0,1,50
LA RIOJA,Castro Barros,Santa Vera Cruz,0,0,0,0,0,0,0,5,5
LA RIOJA,Chamical,Chamical,229,2963,0,8,0,1,0,9,3210
LA RIOJA,Chilecito,Chilecito,1046,4510,0,3328,0,0,0,96,8980
LA RIOJA,Chilecito,Colonia Vichigasta,0,0,0,0,0,1,0,0,1
LA RIOJA,Chilecito,Los Sarmientos,0,157,0,0,0,0,0,0,157
LA RIOJA,Chilecito,Nonogasta,90,824,0,1,0,1,0,6,922
LA RIOJA,Chilecito,San Miguel,0,60,0,0,0,0,0,5,65
LA RIOJA,Chilecito,San Nicolás,0,0,0,0,0,0,0,7,7
LA RIOJA,Chilecito,Vichigasta,46,0,0,1,0,1,0,103,151
LA RIOJA,Chilecito,Colonia Anguinán,0,161,0,1,0,0,0,69,231
LA RIOJA,Chilecito,Guanchín,0,0,0,0,0,0,0,2,2
LA RIOJA,Chilecito,Malligasta,0,0,0,0,0,0,0,185,185
LA RIOJA,Chilecito,Santa Florentina,0,0,0,0,0,0,0,7,7
LA RIOJA,Chilecito,Sañogasta,0,0,0,0,0,0,0,219,219
LA RIOJA,Chilecito,Tilimuqui,0,0,0,0,0,0,0,13,13
LA RIOJA,Chilecito,La Puntilla,0,0,0,0,0,0,0,1,1
LA RIOJA,Coronel Felipe Varela,Guandacol,1,379,0,2,0,1,0,0,383
LA RIOJA,Coronel Felipe Varela,Santa Clara,0,0,0,0,0,0,0,41,41
LA RIOJA,Coronel Felipe Varela,Villa Unión,0,1122,0,3,0,1,0,258,1384
LA RIOJA,Coronel Felipe Varela,Aicuña,0,0,0,0,0,0,0,47,47
LA RIOJA,Coronel Felipe Varela,Los Palacios,0,0,0,0,0,0,0,107,107
LA RIOJA,Coronel Felipe Varela,Pagancillo,0,0,0,1,0,0,0,126,127
LA RIOJA,Famatina,Famatina,1,202,0,2,0,0,0,5,210
LA RIOJA,Famatina,Angulos,0,0,0,0,0,0,0,6,6
LA RIOJA,Famatina,Campanas,0,0,0,1,0,0,0,161,162
LA RIOJA,Famatina,Chañarmuyo,0,0,0,0,0,0,0,29,29
LA RIOJA,Famatina,La Cuadra,0,0,0,0,0,0,0,22,22
LA RIOJA,Famatina,Pituil,0,0,0,0,0,0,0,153,153
LA RIOJA,Famatina,Santa Cruz,0,0,0,0,0,0,0,22,22
LA RIOJA,General Angel V. Peñaloza,Tama,8,0,0,1,0,0,0,149,158
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,0,0,0,1,0,0,0,93,94
LA RIOJA,General Belgrano,Chañar,9,0,0,1,0,0,0,90,100
LA RIOJA,General Belgrano,Loma Blanca,0,0,0,0,0,2,0,0,2
LA RIOJA,General Belgrano,Olta,0,1069,0,1,0,1,0,6,1077
LA RIOJA,General Belgrano,Castro Barros,0,0,0,0,0,0,0,1,1
LA RIOJA,General Ocampo,Santa Rita de Catuna,0,299,0,0,0,1,0,0,300
LA RIOJA,General Ocampo,Ambil,0,0,0,0,0,0,0,34,34
LA RIOJA,General Ocampo,Milagro,0,813,0,1,0,0,0,0,814
LA RIOJA,General San Martín,Ulapes,0,691,0,2,0,0,0,1,694
LA RIOJA,Independencia,Amaná,1,0,0,0,0,0,0,1,2
LA RIOJA,Independencia,OTROS,0,0,0,0,0,1,0,0,1
LA RIOJA,Independencia,Patquía,31,0,0,1,0,0,0,279,311
LA RIOJA,Rosario Vera Peñaloza,Chepes,4,2312,0,3,1,1,0,373,2694
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,0,0,0,0,0,0,0,116,116
LA RIOJA,Sanagasta,Villa Sanagasta,0,543,0,5,0,1,0,5,554
LA RIOJA,San Blas de los Sauces,Los Robles,0,1,0,3,0,1,0,102,107
LA RIOJA,San Blas de los Sauces,Alpasinche,0,0,0,2,0,0,0,49,51
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,0,0,0,0,0,0,0,156,156
LA RIOJA,San Blas de los Sauces,Andolucas,0,0,0,0,0,0,0,16,16
LA RIOJA,San Blas de los Sauces,Chaupihuasi,0,0,0,0,0,0,0,16,16
LA RIOJA,San Blas de los Sauces,Cuipan,0,0,0,0,0,0,0,50,50
LA RIOJA,San Blas de los Sauces,Las Talas,0,1,0,0,0,0,0,42,43
LA RIOJA,San Blas de los Sauces,San Blas,0,0,0,0,0,0,0,48,48
LA RIOJA,San Blas de los Sauces,Shaqui,0,0,0,1,0,0,0,73,74
LA RIOJA,San Blas de los Sauces,Suriyaco,0,0,0,0,0,0,0,2,2
LA RIOJA,San Blas de los Sauces,Tuyubil,0,0,0,0,0,0,0,2,2
LA RIOJA,General Juan F. Quiroga,San Antonio,0,0,0,0,0,0,0,33,33
LA RIOJA,General Juan F. Quiroga,Malanzán,0,0,0,1,0,0,0,347,348
LA RIOJA,General Juan F. Quiroga,Nácate,0,0,0,0,0,0,0,78,78
LA RIOJA,General Juan F. Quiroga,Portezuelo,0,0,0,1,0,0,0,227,228
LA RIOJA,General Lamadrid,Villa Castelli,0,0,0,1,0,0,0,255,256
LA RIOJA,Vinchina,Jagüé,0,0,0,0,0,0,0,2,2
LA RIOJA,Vinchina,Villa San José de Vinchina,0,0,0,2,0,0,0,431,433
MENDOZA,Capital,Mendoza,6997,69861,182,32987,202,16,0,2053,112298
MENDOZA,General Alvear,Bowen,0,64,1,0,0,1,0,91,157
MENDOZA,General Alvear,General Alvear,782,3812,1,2224,411,0,0,3408,10638
MENDOZA,General Alvear,Carmensa,0,0,0,0,0,0,0,79,79
MENDOZA,Godoy Cruz,Godoy Cruz,4261,25,90,31340,100,2,0,1014,36832
MENDOZA,Godoy Cruz,Gobernador Benegas,0,0,0,568,0,0,0,0,568
MENDOZA,Godoy Cruz,Las Tortugas,0,0,0,759,0,0,0,0,759
MENDOZA,Godoy Cruz,San Francisco Del Monte,0,0,0,288,0,0,0,0,288
MENDOZA,Godoy Cruz,Villa Hipodromo,0,0,0,18,0,0,0,0,18
MENDOZA,Guaymallén,Bermejo,0,0,0,149,0,0,0,0,149
MENDOZA,Guaymallén,Colonia Segovia,0,0,0,5,0,0,0,142,147
MENDOZA,Guaymallén,Guaymallén,5163,7,88,28449,17,0,0,1536,35260
